Hard Rock,Barrakuda,De sueur et de rage,2018,https://www.barrakuda.fr/,,https://www.youtube.com/channel/UC7wq9JM5gwnVKiwb-78c6qA,,https://youtu.be/i11W_jGQBMw,,https://www.facebook.com/barrakudagroupe/,barrakudabox@gmail.com,Ile de France ,628259562,http://france-metal.fr/wp-content/uploads/2019/03/Barrakuda-de-sueur-et-de-rage.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Barrakuda-de-sueur-et-de-rage.jpg
Metal alternatif,Holispark,Sonic Bloom,2018,https://www.deezer.com/fr/artist/9703086,https://soundcloud.com/holispark/sets/sonic-bloom,https://www.youtube.com/channel/UCcI3hkXNBf3drhV0ruIZxOw,Send The Wood Music,https://youtu.be/XvBD7DtlwlM,https://youtu.be/-hN-BSA5-EA,https://www.facebook.com/holisparkband,holisparkband@gmail.com,Nord Pas De Calais,,http://france-metal.fr/wp-content/uploads/2019/03/Holispark-Sonic-Bloom.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Holispark-Sonic-Bloom.jpg
Post Rock,Blinding Sparks,A Tough Road For The Heart,2018,https://soundcloud.com/blindingsparks/sets/brutal-awakening,https://www.deezer.com/sv/artist/1212652,https://www.youtube.com/user/BlindingSparks/,Season of Mist,https://youtu.be/d97EAFbm-8E,,https://www.facebook.com/blindingsparks/,contact@blindingsparks.com,Sarreguemines,,http://france-metal.fr/wp-content/uploads/2019/03/Blinding-Sparks-A-Tough-Road-For-The-Heart.jpeg,http://france-metal.fr/wp-content/uploads/2019/03/Blinding-Sparks-A-Tough-Road-For-The-Heart.jpeg
Garage rock,Sendwood,Fist Leaf,2018,https://open.spotify.com/album/72P2mSoLqKIWEdPugk4rQh,https://www.deezer.com/en/album/62448512,https://www.youtube.com/results?search_query=sendwood,DBD Studio,https://youtu.be/63XcCoZHVes,https://youtu.be/GO21rGFlvXs,https://www.facebook.com/sendwoodwtf/,,salon-De-Provence,,http://france-metal.fr/wp-content/uploads/2019/03/Sendwood-Fist-Leaf-1024x1024.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Sendwood-Fist-Leaf-1024x1024.jpg
Guitar Hero,Andy Cyclone,Planet Cyclone,2018,,,https://www.youtube.com/channel/UCu0oT-Ml9HD0WRVp0-IiN7A,,https://youtu.be/QtL6UikmIoo,,https://www.facebook.com/andycycloneshred/,,Rouen,,http://france-metal.fr/wp-content/uploads/2019/03/Andy-CYCLONE-Planet-CYCLONE.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Andy-CYCLONE-Planet-CYCLONE.jpg
Hard-Rock,Yann Armellino & El Butcho,17,2018,https://soundcloud.com/user-249431518,https://yannarmellino.com/,https://www.youtube.com/channel/UCd7PJLZ-BHnv1yZkDE-1bBQ,Xplose Music Prod,https://youtu.be/DM9janYmadc,https://youtu.be/ROONFbUfFRg,https://www.facebook.com/Yann-Armellino-El-Butcho-165360693890783/,sylvie.merchncom@outlook.fr,Paris,,http://france-metal.fr/wp-content/uploads/2018/12/Yann-Armellino-El-Butcho-17.jpg,http://france-metal.fr/wp-content/uploads/2018/12/Yann-Armellino-El-Butcho-17.jpg
Hard-Rock,Crackmind,The Wreck Age II,2018,https://www.deezer.com/fr/album/81366062,https://open.spotify.com/album/77DNqbZfWBIRlMfQEtRQYN,https://www.youtube.com/channel/UC1oT9egmUsiwi_5i3R0QgkA,,https://youtu.be/tIxEjHT6_uE,https://youtu.be/c_fvQn48SXs,https://www.facebook.com/crackmind/,crackmind@crackmind.com,Lille,,http://france-metal.fr/wp-content/uploads/2019/03/Cracksmind-The-Wreck-Age-II.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Cracksmind-The-Wreck-Age-II.jpg
Heavy Rock,Welcome Dr Psycho,Gimme someone to hate,2018,,,https://www.youtube.com/channel/UCNMOmdcQ4IooTea7WsXe5hg,,https://youtu.be/kmCRYD2Kcco,,https://www.facebook.com/WDPofficiel/,wdpofficiel@gmail.com,Oise,,http://france-metal.fr/wp-content/uploads/2019/03/Welcome-Dr-Psycho-Gimme-Someone-To-Hate.png,http://france-metal.fr/wp-content/uploads/2019/03/Welcome-Dr-Psycho-Gimme-Someone-To-Hate.png
Metal alternatif,Sidh,On The Other Side,2018,https://sidhofficial.bandcamp.com/,,https://www.youtube.com/channel/UCdjeE1n6jPC-7Ak4ZTbenKw,Garden production,https://youtu.be/gAcTZr0oqIo,,https://www.facebook.com/sidhbandpage/,,Épégard,,http://france-metal.fr/wp-content/uploads/2019/03/Sidh-On-The-Other-Side-1021x1024.png,http://france-metal.fr/wp-content/uploads/2019/03/Sidh-On-The-Other-Side-1021x1024.png
Hard Rock ,Hardhélix,Hardhélix,2018,https://hardhelix.bandcamp.com/,,https://www.youtube.com/channel/UCLBfiCVJmQXc2IgjlV-Iz-w,,https://youtu.be/0ikQEgtY0Ro,,https://www.facebook.com/Hardhelix/,,Le Mans Le havre,,http://france-metal.fr/wp-content/uploads/2019/03/HARDHELIX-1133x1024.jpg,http://france-metal.fr/wp-content/uploads/2019/03/HARDHELIX-1133x1024.jpg
