Deathcore,alkymia ,the principle of all things,2018,https://alkymia.bandcamp.com/album/the-principle-of-all-things,,https://www.youtube.com/channel/UCOAB_KuTfVQPr4Cbsw-5Mbw,,https://youtu.be/YHEYl3k_DZg,,https://www.facebook.com/AlkymiaBand/,alkymiacontact@gmail.com,Rhône Alpes,,http://france-metal.fr/wp-content/uploads/2019/03/alkymia-the-principle-of-all-things.jpg,http://france-metal.fr/wp-content/uploads/2019/03/alkymia-the-principle-of-all-things.jpg
Rock'N'Core,Urban Blaster,Bestiole Unleashed,2018,https://urbanblaster.bandcamp.com/,,https://www.youtube.com/channel/UCggzUFjpj7dhDGQQ2BuQUqw,,https://youtu.be/DZ0Wc93UwNE,,https://www.facebook.com/urbanblaster/,urbanblasterofficiel@gmail.com,Rennes,,http://france-metal.fr/wp-content/uploads/2019/03/Urban-Blaster-Bestiole-Unleashed.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Urban-Blaster-Bestiole-Unleashed.jpg
Deathcore Progressive Djent,Kheos,Asphyxia,2018,https://soundcloud.com/kheosband,https://kheosband.bandcamp.com/,https://www.youtube.com/channel/UCjRM6Vs-Ti0dvpkFGnTwHDQ,,https://youtu.be/IJkVIrNxWo8,https://youtu.be/GcqvhEc9Asc,https://www.facebook.com/KheosBandOfficial/,kheos59@gmail.com,Lille,,http://france-metal.fr/wp-content/uploads/2019/03/Kheos-Asphyxia-1024x1024.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Kheos-Asphyxia-1024x1024.jpg
crust hardcore,Nuisible,Slaves and Snakes,2018,https://nuisible.bandcamp.com,https://www.deezer.com/fr/album/72591752,https://www.youtube.com/channel/UCoQ0Eg6YA3bntRG_Vr36jRA,,https://youtu.be/DBcuPcYBsHY,https://youtu.be/0pRaocvriHE,https://www.facebook.com/nuisiblehxc/,nuisiblehxc@hotmail.com,Normandie,,http://france-metal.fr/wp-content/uploads/2019/03/Nuisible-Slaves-and-Snakes-1024x1024.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Nuisible-Slaves-and-Snakes-1024x1024.jpg
Metalcore progressif,The Fractal Illusion,Awakening,2018,https://thefractalillusion.bandcamp.com/,https://open.spotify.com/album/1foYRhykbEMF99jR8Ukd0K,https://www.youtube.com/channel/UCACTk1dYHmINyuVG7mS9tcQ,Autoproduction,https://youtu.be/3TNMuO_vtNI,https://youtu.be/kr4jPSkSP9o,https://www.facebook.com/TheFractalIllusion/,,Tours,,http://france-metal.fr/wp-content/uploads/2019/03/The-Fractal-Illusion-Awakening-1138x1024.jpg,http://france-metal.fr/wp-content/uploads/2019/03/The-Fractal-Illusion-Awakening-1138x1024.jpg
Neo Metal,Dark Corpus,Martyr,2018,https://darkcorpus.bandcamp.com/releases,http://darkcorpus.free.fr,,,https://youtu.be/Mp3cW5AcNak,,https://www.facebook.com/Darkcorpus/,darkcorpus@free.fr,Selestat,,http://france-metal.fr/wp-content/uploads/2019/03/Dark-Corpus-Martyr.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Dark-Corpus-Martyr.jpg
Metalcore,Except One,Fallen,2018,https://www.deezer.com/en/album/79968102,https://open.spotify.com/album/2OmdvuCo9Db3BKJm3XLn0c,https://www.youtube.com/channel/UCE9Y4J57YEs1V3ufo7qo48A,,https://youtu.be/2pSZBYqBSpo,https://youtu.be/hV9vSyydENY,https://www.facebook.com/ExceptOneOfficial/,exceptoneofficial@gmail.com,Paris,,http://france-metal.fr/wp-content/uploads/2019/03/Except-One-Fallen.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Except-One-Fallen.jpg
Metalcore,Fall From Grace,Seek inside,2018,https://open.spotify.com/album/0S0ch4CCQCsEQW6V17A4iU,https://www.deezer.com/fr/album/74552562,https://www.youtube.com/channel/UCsZ7S5yzxGrU3ZdIyZ24d_g,,https://youtu.be/PfzFBAKzFZ0,,https://www.facebook.com/Fall-From-Grace-223751970999049/,fall-from-grace@outlook.fr,Toulon,,http://france-metal.fr/wp-content/uploads/2019/03/fall-from-grace-seek-inside.jpg,http://france-metal.fr/wp-content/uploads/2019/03/fall-from-grace-seek-inside.jpg
Hardcore ,The Amsterdam Red-Light District,Sapere Aude,2018,https://www.deezer.com/en/album/54202072,https://open.spotify.com/album/4VZPSdM3kndfR9XzPp3KIj,https://www.youtube.com/channel/UCICEec22452qp6bMVP9yMtA,Red Light Records,https://youtu.be/Wkd2GcaEuQ0,https://youtu.be/gscVADAE7XY,https://www.facebook.com/tarldtheband,tarldtheband@gmail.com,Rhône Alpes,,http://france-metal.fr/wp-content/uploads/2019/03/The-Amsterdam-Red-Light-District-Sapere-Aude.jpg,http://france-metal.fr/wp-content/uploads/2019/03/The-Amsterdam-Red-Light-District-Sapere-Aude.jpg
Hardcore Punk,Recedant Somnia,A Wake Up Nightmare,2018,https://recedantsomnia.bandcamp.com/album/a-waked-up-nightmare,,https://www.youtube.com/channel/UCLMPNjsmua-ybcO9byKWn2w,,https://youtu.be/HmkRMU2_qNw,https://youtu.be/xClxclG5SO8,https://www.facebook.com/recedantsomniaband,recedantsomnia.band@gmail.com,Bretagne,,http://france-metal.fr/wp-content/uploads/2019/03/Recedant-Somnia-A-Waked-Up-Nightmare.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Recedant-Somnia-A-Waked-Up-Nightmare.jpg
