Thrash,Lebowskii,Liquidators,2018,https://lebowskii.bandcamp.com/album/liquidators,,https://www.youtube.com/channel/UCd96PYBn7AVj-GngdyThRSA,music-records.fr,https://youtu.be/xjaBU1lsock,,https://www.facebook.com/Lebowskiiband,,Pays de la loire (Nantes ),,http://france-metal.fr/wp-content/uploads/2019/03/Lebowskii-Liquidators.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Lebowskii-Liquidators.jpg
Heavy Power Metal,öblivïon,Resilience,2018,https://youtu.be/_eMmrb6HZn0,https://youtu.be/fSYJDLIT89w,https://www.youtube.com/channel/UCQ4HM7jhnjxY1ff6HYQdTGQ,Rock Of Angels Records,https://youtu.be/rAd-p3pzwm0,https://youtu.be/bgP1T46YqUo,https://www.facebook.com/Oblivionband,rockcityba@gmail.com,Rhône Alpes (Lyon),,http://france-metal.fr/wp-content/uploads/2019/03/öblivïon-Resilience.jpg,http://france-metal.fr/wp-content/uploads/2019/03/öblivïon-Resilience.jpg
Metal,Eryn Non Dae,Abandon Of The Self,2018,https://www.erynnondae.com/,https://erynnondae.bandcamp.com/,https://www.youtube.com/channel/UCQrIqN-rS5bx82ZnXPhxRdg,Debemur Morti Productions,https://youtu.be/e0dp7hl3_mg,,https://www.facebook.com/ERYNNONDAEofficial,end.theband@gmail.com,Toulouse,,http://france-metal.fr/wp-content/uploads/2019/03/Eryn-Non-Dae-Abandon-Of-The-Self.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Eryn-Non-Dae-Abandon-Of-The-Self.jpg
Metal progressif symphonique,Seyminhol,Ophelian Fields,2018,http://www.seyminhol.net/,https://www.deezer.com/sr/album/55329322,https://www.youtube.com/channel/UCheOfX0FGouTCxFJJyQpn6Q,Lion Music Records Label,https://youtu.be/wM7UcDpj0j0,,https://www.facebook.com/Seyminhol,seyminhol@hotmail.com,Lorraine,,http://france-metal.fr/wp-content/uploads/2019/03/seyminhol-ophelian-fields-1024x1024.jpeg,http://france-metal.fr/wp-content/uploads/2019/03/seyminhol-ophelian-fields-1024x1024.jpeg
Metal progressif ,Krõdha,Ignoramus,2018,https://krodha.bandcamp.com,,https://www.youtube.com/channel/UCDwRaK46lAORNJgkaIFptOA,,https://youtu.be/D0aNJ3VTYd8,,https://www.facebook.com/KrodhaMusic,contact.krodha@gmail.com,Pays de la Loire (Angers),,http://france-metal.fr/wp-content/uploads/2019/03/Kr%C3%B5dha-Ignoramus.png,http://france-metal.fr/wp-content/uploads/2019/03/Kr%C3%B5dha-Ignoramus.png
Metal Progressif,Black Neon District,Standing Waves,2018,https://blackneondistrict.bandcamp.com/,http://soundcloud.com/blackneondistrict,https://www.youtube.com/channel/UCGr9Oaz2OzPz9YaNOBOsi3A,,https://youtu.be/3TmK2Z_956c,,https://www.facebook.com/BlackNeonDistrict,blackneondistrict@gmail.com,Ile de France (Paris),,http://france-metal.fr/wp-content/uploads/2019/03/Black-Neon-District-Standing-Waves-1024x1024.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Black-Neon-District-Standing-Waves-1024x1024.jpg
Metal ,Disconnected,White Colossus,2018,https://disconnectedmetal.bandcamp.com,https://disconnectedofficial.bigcartel.com/,https://www.youtube.com/user/DisconnectedMetal,Apathia Records,https://youtu.be/uJlp5yIshr0,https://youtu.be/sVJQEmlFxBs,https://www.facebook.com/DisconnectedMetal,disconnected_music@yahoo.fr,Champagne Ardennes (Troyes),,http://france-metal.fr/wp-content/uploads/2019/03/disconnected-white-colossus-1024x1024.jpg,http://france-metal.fr/wp-content/uploads/2019/03/disconnected-white-colossus-1024x1024.jpg
Thrash Deadh,The Cleaner,Vulnerant Omnes Ultima Necat,2018,https://youtu.be/NCrXIUrJbSk,,https://www.youtube.com/channel/UCRosGRf6Vu1oQRRFkJqflzw,,https://youtu.be/Kl87F2gjQt4,,https://www.facebook.com/thecleaner.band,management.thecleaner@gmail.com,Ile de France (Paris),647141945,http://france-metal.fr/wp-content/uploads/2019/03/The-Cleaner-Vulnerant-Omnes-Ultima-Necat.jpg,http://france-metal.fr/wp-content/uploads/2019/03/The-Cleaner-Vulnerant-Omnes-Ultima-Necat.jpg
Thrash Death Metal ,Amzera,Amzera,2018,https://soundcloud.com/amzera,https://amzera.bandcamp.com,https://www.youtube.com/channel/UCW1idFZWtV-M_9i-8LDX-pQ,,https://youtu.be/7tWrMPzDlwM,,https://www.facebook.com/AmzeraBand,amzera@orange.fr,Bretagne (Sant-Brieg),,http://france-metal.fr/wp-content/uploads/2019/03/Amzera.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Amzera.jpg
Metal,Kozh Dall Division,Memories,2018,https://www.deezer.com/fr/artist/11704735,https://youtu.be/XtzywI2_938,https://www.youtube.com/channel/UCBrqjWJIqY78ifPxRhjCaAQ,Send The Woohd Music,https://youtu.be/zxZVW7L07TY,,https://www.facebook.com/Kozh-Dall-Division-1737466603166170,,Languedoc Roussilon (Nîmes),,http://france-metal.fr/wp-content/uploads/2019/03/kozh-dall-division-memories.jpg,http://france-metal.fr/wp-content/uploads/2019/03/kozh-dall-division-memories.jpg
Heavy Power Metal,Manigance,Machine Nation,2018,http://www.manigance.org,https://www.deezer.com/fr/album/59338932,https://www.youtube.com/channel/UCVnmylR0a0rST_4NXge2-ig,Verycords / Mighty Music / Spiritual Beast,https://youtu.be/PKuOIeSUNCk,,https://www.facebook.com/Manigance-366384643187,manigancemanagement@gmail.com,Aquitaine (Pau),,http://france-metal.fr/wp-content/uploads/2019/03/Manigance-Machine-Nation.jpg,http://france-metal.fr/wp-content/uploads/2019/03/Manigance-Machine-Nation.jpg
