Technical Death Metal,DYSMORPHIC,The Diving Mask,2018,,https://dysmorphicmetal.bandcamp.com,https://www.youtube.com/watch?v=kpHVEhb-H_8,Unique Leader Records,https://youtu.be/2xEcBxCTzaQ,https://youtu.be/kpHVEhb-H_8,https://www.facebook.com/dysmorphicband,dysmorphic@hotmail.fr,Tours et Toulouse,,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/50464640_10156177266523727_9106177269998551040_n.jpg?_nc_cat=111&_nc_ht=scontent-cdt1-1.xx&oh=0774cd5535b64e02a67a0d31318ce631&oe=5CF1ECF2,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/50464640_10156177266523727_9106177269998551040_n.jpg?_nc_cat=111&_nc_ht=scontent-cdt1-1.xx&oh=0774cd5535b64e02a67a0d31318ce631&oe=5CF1ECF2
Brutal Death/Grind,Benighted,Necrobreed,2018,http://brutalbenighted.com,http://benighted.bandcamp.com,https://www.youtube.com/channel/UCBisgB-4zTJBjCjdvkLVgOw,Season Of Mist,https://youtu.be/oPDH83tFa9o,https://youtu.be/eiGPTltI_PA,https://www.facebook.com/brutalbenighted,ronny@redback-promotion.com ,Rhône alpes (St Etienne),,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/39846803_2629272880631367_5711024932683513856_n.jpg?_nc_cat=108&_nc_ht=scontent-cdt1-1.xx&oh=7a0425fc10c7b171c86e20948f14370e&oe=5CE9ECDB,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/39846803_2629272880631367_5711024932683513856_n.jpg?_nc_cat=108&_nc_ht=scontent-cdt1-1.xx&oh=7a0425fc10c7b171c86e20948f14370e&oe=5CE9ECDB
Death,Defenestration,Gutter Perdition,2018,https://www.instagram.com/defenestration_official,https://defenestration44.bandcamp.com/,https://www.youtube.com/channel/UCl-RyYyps2yrGvv9C_hNXpg,XenoKorp,https://youtu.be/N8nEqmNMQUQ,https://youtu.be/LoBDPYcTDLs,https://www.facebook.com/pg/Defenestration44,,Pays de La Loire (Nantes),,https://scontent-cdt1-1.xx.fbcdn.net/v/t31.0-8/11025860_342396495965674_3776600791218820316_o.jpg?_nc_cat=110&_nc_ht=scontent-cdt1-1.xx&oh=8ed6c3da0c3ec8bc49f6d308b3362339&oe=5CFFD499,https://scontent-cdt1-1.xx.fbcdn.net/v/t31.0-8/11025860_342396495965674_3776600791218820316_o.jpg?_nc_cat=110&_nc_ht=scontent-cdt1-1.xx&oh=8ed6c3da0c3ec8bc49f6d308b3362339&oe=5CFFD499
Death,Iron Flesh,Scourge Of Demonic Incantations,2018,https://ironflesh.bandcamp.com,https://ironflesh.bandcamp.com/merch,https://www.youtube.com/user/harm0nia,,https://youtu.be/ekY4614rngw,https://youtu.be/wQXye8-h9jY,https://www.facebook.com/pg/IronFlesh,diskarial@msn.com,Aquitaine (Bordeaux),,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/26992382_429297707520815_2968377873030753227_n.jpg?_nc_cat=107&_nc_ht=scontent-cdt1-1.xx&oh=d34dddf1f7f4caf5bfc4496818ca7388&oe=5CE8306B,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/26992382_429297707520815_2968377873030753227_n.jpg?_nc_cat=107&_nc_ht=scontent-cdt1-1.xx&oh=d34dddf1f7f4caf5bfc4496818ca7388&oe=5CE8306B
Cavernous and Deep Black Metal,Abyssal Vacuum,MMXVII,2018,https://www.deezer.com/fr/track/390426681,https://abyssalvacuum.bandcamp.com/releases,https://www.youtube.com/watch?v=qGHYpG0ebp0,,https://youtu.be/qGHYpG0ebp0,https://youtu.be/jJLsrxaRov8,https://www.facebook.com/pg/AbyssalVacuum,,Rhône Alpes (Lyon),,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/23434740_196791994200133_6579785110995281438_n.jpg?_nc_cat=110&_nc_ht=scontent-cdt1-1.xx&oh=92bc7d014a4847935516319bee48d85b&oe=5CB3A6D7,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/23434740_196791994200133_6579785110995281438_n.jpg?_nc_cat=110&_nc_ht=scontent-cdt1-1.xx&oh=92bc7d014a4847935516319bee48d85b&oe=5CB3A6D7
Black Metal,Aorlhac,L' esprit Des Vents,2018,https://www.deezer.com/fr/artist/7197220,https://thoseopposedrecords.bandcamp.com/album/la-cit-des-vents,https://www.youtube.com/user/AORLHAC,Les Acteurs de l'Ombre Productions,https://youtu.be/sRtk6dm1IS0,https://youtu.be/ss9uMxXht9U,https://www.facebook.com/Aorlhac,aorlhac@hotmail.fr,Auvergne (Aurillac),,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-1/c0.0.180.180a/1948193_655377731195703_985000946_n.jpg?_nc_cat=109&_nc_ht=scontent-cdt1-1.xx&oh=1d6dc9f239345e2403279db355d6d2d5&oe=5CB40D01,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-1/c0.0.180.180a/1948193_655377731195703_985000946_n.jpg?_nc_cat=109&_nc_ht=scontent-cdt1-1.xx&oh=1d6dc9f239345e2403279db355d6d2d5&oe=5CB40D01
Black Metal,Mortis Mutilati,The Stench Of Death,2018,https://soundcloud.com/solsticepromotion,https://www.spirit-of-metal.com/fr/band/Mortis_Mutilati,https://youtu.be/1UhPTjd300c,Solstice Promotion,https://youtu.be/rrBUFqjOsC0,https://youtu.be/r9RqiNP4WsM,https://www.facebook.com/Mortis.Mutilati.Official,contact.mortismutilati@gmail.com,Paris,,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/46459359_1976522945763086_4544093489570250752_n.jpg?_nc_cat=101&_nc_ht=scontent-cdt1-1.xx&oh=aa190a78d846b8083ae5410951b78df1&oe=5CE752F6,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/46459359_1976522945763086_4544093489570250752_n.jpg?_nc_cat=101&_nc_ht=scontent-cdt1-1.xx&oh=aa190a78d846b8083ae5410951b78df1&oe=5CE752F6
Death / Hardcore,BTK (Bind Torture Kill),Viscères,2018,https://www.deezer.com/en/album/10681538?app_id=100023,https://btkmetal.bandcamp.com,https://www.youtube.com/channel/UChc4kAsH-OfBgteP8pYwX8w,Wooaaargh /  Troffea records et HELL-J Industries,https://www.youtube.com/watch?v=AiRWar-Q_8E,https://youtu.be/WZUQTZ_-Ufs,https://www.facebook.com/pg/BTK.bind.torture.kill.metal,btk.bindtorturekill@hotmail.fr,Rhône Alpes,,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/32419658_1855072904557665_5732754666882596864_n.png?_nc_cat=108&_nc_ht=scontent-cdt1-1.xx&oh=fcb8b6622ee9c5045133fc4304a41897&oe=5CE5B17D,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/32419658_1855072904557665_5732754666882596864_n.png?_nc_cat=108&_nc_ht=scontent-cdt1-1.xx&oh=fcb8b6622ee9c5045133fc4304a41897&oe=5CE5B17D
Modern melodic death metal,Swarmageddon,AN INFINITE LANDSCAPE,2018,https://www.instagram.com/swarmageddon,,https://www.youtube.com/channel/UChMW78ZtpYAaz6jgBNhu5iQ,Unsigned,https://youtu.be/ypCa24RBjKs,https://youtu.be/aH-rudLK-oI,https://www.facebook.com/SWRMGDDN,swarmageddon.band@gmail.com,Besançon,,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/42767813_305309476725246_3497576174769405952_n.jpg?_nc_cat=105&_nc_ht=scontent-cdt1-1.xx&oh=1e14db7869e0c0a24cc87eabeb344540&oe=5CFBAED3,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/42767813_305309476725246_3497576174769405952_n.jpg?_nc_cat=105&_nc_ht=scontent-cdt1-1.xx&oh=1e14db7869e0c0a24cc87eabeb344540&oe=5CFBAED3
Black/Death/Oriental/Progressif,Aeon Patronist,Mortal Prosternation,2018,https://www.darkfaeryrecords.com/project/aeon-patronist,https://aeonpatronist.bandcamp.com,https://www.youtube.com/channel/UCB3KI7P1uW1jsp4LzbkeJSQ,,https://www.youtube.com/watch?v=EljpnrtwhaI,https://www.youtube.com/watch?v=A3uHxDL4xOw,https://www.facebook.com/AeonPatronist,aeonpatronist@gmail.com,Lyon,,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/41682360_1938244329589768_6913408315758215168_n.jpg?_nc_cat=110&_nc_ht=scontent-cdt1-1.xx&oh=5b55dc5a36b9e1af58543a5a0e56a63e&oe=5CE3C0C9,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/41682360_1938244329589768_6913408315758215168_n.jpg?_nc_cat=110&_nc_ht=scontent-cdt1-1.xx&oh=5b55dc5a36b9e1af58543a5a0e56a63e&oe=5CE3C0C9
